client_id,product_category_name,utm_source,utm_content,utm_campaign,date,cpc
f86b9133aefd6ab151e847a65e3471d4,Кредитная карта,telegram,prgrcab,21,2022-03-01,5339
c02e947043490104319df4fd1151eb82,Кредитная карта,partner,sravni_ru,29,2022-03-01,47028
4b9503f32ccb3cb03239166e061078bf,Договор на текущий счет для дебетовой карты,yandex_dzen,,12,2022-03-01,33392
afe61fcc5e04a4c1ca417a1412a10d09,Договор на текущий счет для дебетовой карты,telegram,tme_advokaat,26,2022-03-01,15561
3f15b46a7ba508cb3f0f952e9f9da759,Договор на текущий счет для дебетовой карты,yandex_dzen,,8,2022-03-01,43776
a33fa30ce11e3a920662189f20c3fe08,Договор на текущий счет для дебетовой карты,telegram,reginadoctor,24,2022-03-01,47471
9a504e51a2d5a74637bc635fdbf2dfa9,Кредитная карта,yandex_rsya,,22,2022-03-01,5790
9a1bb141e98a9049d612236d5c796d9a,Договор на текущий счет для дебетовой карты,telegram,jojohf,4,2022-03-01,46394
f903674dcc8d51c34a49cf1ba7fe9c5e,Договор на текущий счет для дебетовой карты,telegram,marketingfreee,25,2022-03-01,8067
d24d5db757e85ff5659fc15e7217a02c,Договор на текущий счет для дебетовой карты,yandex_dzen,,13,2022-03-01,24672
c52240286936e8c7122b0d300891f4bc,Договор на текущий счет для дебетовой карты,telegram,advocatforyounow,45,2022-03-01,12319
9fbaca23a00553e13740c01eccc7b019,Договор на текущий счет для дебетовой карты,yandex_rsya,,19,2022-03-01,35051
654103164c25b360666a228c520e7311,Кредитная карта,partner,aliexpress,14,2022-03-01,7672
fec8abb9302d015e38d90e0103f068df,Кредитная карта,yandex_dzen,,3,2022-03-01,43469
fdb3da2f33897d62d4d1cf0978da10c1,Кредитная карта,yandex_rsya,,39,2022-03-01,30058
c766b2a2efa64b5747bfa43df80621bb,Кредитная карта,yandex_rsya,,27,2022-03-01,16809
2f6fd0785c8eb6d08976bbb0944c1e87,Кредитная карта,yandex_dzen,,29,2022-03-01,36508
d7f39a699b8381b21707e2c7f0a4bf45,Договор на текущий счет для дебетовой карты,yandex_dzen,,0,2022-03-01,22189
4705f2b9975ee2d50ed3f14986973872,Кредитная карта,telegram,ASGasparyan,13,2022-03-01,25634
077c7e52ce712f997b62d8db34985060,Договор на текущий счет для дебетовой карты,partner,banki_ru,30,2022-03-01,35184
96e7f0475b0e6f8ffee4f6f988e90bc9,Договор на текущий счет для дебетовой карты,yandex_rsya,,0,2022-03-01,6808
89aadccd73949bbb17aa37fb47f936a4,Договор на текущий счет для дебетовой карты,yandex_rsya,,33,2022-03-01,10497
bfbff18d068a4a723c0ee655c73ef5e1,Кредитная карта,yandex_dzen,,23,2022-03-01,9502
ed4fcfe7c083e2bb6934a9e9f2b746dc,Кредитная карта,partner,m_video,15,2022-03-01,18435
603e4bc9b9b852538733385e7e1023a4,Кредитная карта,yandex_rsya,,33,2022-03-01,46190
109951434f4532f19cab3125b371a032,Кредитная карта,yandex_rsya,,24,2022-03-01,35533
5dbeaa66ca5c4e48244bd8345b66e230,Кредитная карта,telegram,t_chemodan,49,2022-03-01,41232
a5b31a3a5abe82b1a50108b7e350c001,Договор на текущий счет для дебетовой карты,partner,sravni_ru,26,2022-03-01,23838
1940797984ffbf070de9c481af05c54f,Договор на текущий счет для дебетовой карты,partner,m_video,13,2022-03-01,37214
25ebcd6cfa0e43c66633e65eddb5e127,Кредитная карта,partner,sravni_ru,30,2022-03-01,25145
cdaee713a74943c36f035a3c65ea7b21,Договор на текущий счет для дебетовой карты,yandex_rsya,,0,2022-03-01,43008
6f5a80c292c0b49ecf347f478926ad6e,Договор на текущий счет для дебетовой карты,yandex_dzen,,12,2022-03-01,37025
b202c0952c560bd045e09d02c6320a5e,Договор на текущий счет для дебетовой карты,yandex_rsya,,29,2022-03-01,30188
950afd9587f03c299c229a3ee8904a6f,Кредитная карта,telegram,free_edu,15,2022-03-01,21905
aab4205ca90159b096d2fc0a3c907de5,Договор на текущий счет для дебетовой карты,yandex_rsya,,46,2022-03-01,13219
78db9eda5cb4b6afc7a66759e143a604,Договор на текущий счет для дебетовой карты,telegram,cultrf,21,2022-03-01,41837
bd30c1a9545b6ca84a9c8fee88c5e87c,Кредитная карта,telegram,bspb_ir,2,2022-03-01,31049
bb309dca7387b10b6a163885707133af,Кредитная карта,yandex_rsya,,20,2022-03-01,37815
78e8164e6485f4b0393ff1a8e71b2b73,Кредитная карта,telegram,camon_edward,42,2022-03-01,9986
35d86ff89f6c407d9a6f2751bb3f479c,Договор на текущий счет для дебетовой карты,partner,megafon,28,2022-03-01,7223
cecb60201f3d18e68a940a765052db8d,Договор на текущий счет для дебетовой карты,telegram,oteatre,4,2022-03-01,21396
49dc28d35eadca0b542ce85291efd053,Договор на текущий счет для дебетовой карты,telegram,kaktovottak,11,2022-03-01,8751
0acfcf6cdf1f74d4e1d96ec3a35b5c35,Договор на текущий счет для дебетовой карты,telegram,politjoystic,3,2022-03-01,32843
6040079b2d3c5087f5251222ddfed1e3,Договор на текущий счет для дебетовой карты,yandex_rsya,,27,2022-03-01,29354
4fea6741c37eba449bfd8e8a5728e42f,Кредитная карта,yandex_rsya,,25,2022-03-01,13507
97da0dd2c19226db26e79fa5d10f6814,Кредитная карта,telegram,pinchukirina,37,2022-03-01,9988
f03b9231e663e701959865cf7127427b,Кредитная карта,partner,megafon,43,2022-03-01,14212
541ef650010f4c61f8d0bbc23735c3d4,Договор на текущий счет для дебетовой карты,yandex_dzen,,2,2022-03-01,19733
f12a8e9f724240e2ffe66bc920924016,Договор на текущий счет для дебетовой карты,telegram,fefudvfu,45,2022-03-01,14306
18867ec16d8433fd4114edd50bec6134,Договор на текущий счет для дебетовой карты,telegram,chinabackdoor,8,2022-03-01,34374
7abf169153be1513ab8de996e53adfed,Кредитная карта,yandex_dzen,,30,2022-03-01,24320
f2f004c7e94272932339169cd1565e37,Кредитная карта,partner,m_video,35,2022-03-01,11105
1890e9ab2439101cfd9f415d94282540,Кредитная карта,partner,megafon,34,2022-03-01,19540
600499959a3ac9874a7fd84d4e5da0cc,Договор на текущий счет для дебетовой карты,yandex_rsya,,14,2022-03-01,19904
0cb41fe613626b1a573209b5b00d1df3,Договор на текущий счет для дебетовой карты,yandex_rsya,,23,2022-03-01,18500
adcc75ee8883ddc020361ef4633b1ca2,Кредитная карта,yandex_rsya,,27,2022-03-01,9140
c520cc3a3fb1f380f29a85b068516e03,Кредитная карта,yandex_rsya,,32,2022-03-01,47311
a5499b76e2489d6d7d47c88346907e34,Договор на текущий счет для дебетовой карты,partner,sravni_ru,6,2022-03-01,44568
36eff048b3b9c9af173df351a5f039a1,Кредитная карта,telegram,er_barnaul,44,2022-03-01,47322
4094cce5415da926c198991e3a636aaf,Договор на текущий счет для дебетовой карты,partner,m_video,10,2022-03-01,49624
4a6bc215e73096e4c7d68066a6133de7,Договор на текущий счет для дебетовой карты,telegram,nellifornication_official,11,2022-03-01,10865
3dacad86c3a78d613a0f576ae141b880,Кредитная карта,yandex_dzen,,28,2022-03-01,23847
e3b85002db67cef3995dbe6ddcd17a93,Кредитная карта,yandex_dzen,,47,2022-03-01,38276
76c68018f712e1ffdfa90e6f8f7642b0,Кредитная карта,yandex_rsya,,8,2022-03-01,26603
e0ec1177df8d2713bca567a3ce2cabe0,Кредитная карта,yandex_rsya,,44,2022-03-01,43930
e4d9e66d2524f0532ef994df7450f2c6,Договор на текущий счет для дебетовой карты,yandex_rsya,,48,2022-03-01,45932
231bbcae17dcbd2e7aa2c5b795ef1b8f,Договор на текущий счет для дебетовой карты,yandex_rsya,,43,2022-03-01,13208
ea76ce6b60f0d11d4dc1072a7068de7e,Договор на текущий счет для дебетовой карты,yandex_dzen,,38,2022-03-01,35862
e2060756e52ff6b1c61965271ea5023c,Кредитная карта,telegram,titul_list,25,2022-03-01,14581
03dddbb19d12f3c817e35cbff91151b5,Кредитная карта,yandex_rsya,,42,2022-03-01,11599
c27cc43ac553280aa33a3bf034b68b8d,Договор на текущий счет для дебетовой карты,telegram,ent_2022,21,2022-03-01,25015
d16b68d02b7fb85297d2c893e64ae52e,Кредитная карта,yandex_rsya,,8,2022-03-01,44743
5f2f17cf6cbeea88c45e4a9b4a8267e9,Договор на текущий счет для дебетовой карты,partner,aliexpress,26,2022-03-01,31870
99f868e34af4ad1da11c0b03c3abdeff,Кредитная карта,telegram,sevldpr,23,2022-03-01,24736
88dbcd08d87b90bf4368a74cf55f8ed6,Кредитная карта,telegram,reginadoctor,27,2022-03-01,10138
76672a9d903b1c894b756def06fdbd1b,Договор на текущий счет для дебетовой карты,partner,aliexpress,14,2022-03-01,36764
ebc3ab8205bf16508a8acc125d63d34f,Договор на текущий счет для дебетовой карты,yandex_dzen,,37,2022-03-01,17717
431ce71234f0202363d73af17486d3fd,Кредитная карта,yandex_rsya,,41,2022-03-01,15198
1e91c2380d1c0da3b9f9891a0da61f92,Кредитная карта,telegram,oboiqn,14,2022-03-01,5425
48644c79fa7f2fe41aa0e70192d2b760,Кредитная карта,telegram,doktordrevs,42,2022-03-01,5291
b5ed4d2670f40369435f766284441b45,Кредитная карта,yandex_dzen,,5,2022-03-01,46281
692af1c15c6e20b25046471241062c52,Кредитная карта,telegram,kukl0,44,2022-03-01,44340
7c42ca48cea92ad515ad5daf08562924,Договор на текущий счет для дебетовой карты,telegram,psyx0,25,2022-03-01,8212
2f369544ae9e26b834056ea91aff8b04,Договор на текущий счет для дебетовой карты,telegram,evopublikk,44,2022-03-01,7776
59ad1d195c7e169f0edff2b853bcf9d4,Кредитная карта,yandex_rsya,,9,2022-03-01,19455
94886df9b53cb582d736d1814da73a50,Договор на текущий счет для дебетовой карты,yandex_rsya,,28,2022-03-01,34024
3f1ba152baf9ecbe6ab1901ebcc8a9d4,Кредитная карта,telegram,Agitblog,37,2022-03-01,28564
df5288bcb951ac46b3aaef2a04d23e38,Кредитная карта,yandex_dzen,,1,2022-03-01,43815
0f86e9a96385d2705820c79e46f0651f,Договор на текущий счет для дебетовой карты,partner,holodilnik_ru,34,2022-03-01,22071
2e631b8e3d174b21abef1e71a89def97,Кредитная карта,yandex_dzen,,7,2022-03-01,25421
335816fa0300822e216d39238cece1b9,Договор на текущий счет для дебетовой карты,yandex_dzen,,2,2022-03-01,29444
35020f7487d66ddf7cd51b8234dab31e,Договор на текущий счет для дебетовой карты,yandex_dzen,,28,2022-03-01,40161
91d5dea53950afc9e2a7eca44d668d6e,Кредитная карта,partner,m_video,10,2022-03-01,21222
00cf56343c558087589c2802875d620e,Договор на текущий счет для дебетовой карты,yandex_rsya,,18,2022-03-01,28566
b4a34dec366298e78cca66a67c50895b,Договор на текущий счет для дебетовой карты,telegram,sskarnaukhov,6,2022-03-01,12429
806fe6a3bd3546720e486746224a159a,Кредитная карта,yandex_dzen,,19,2022-03-01,38884
2b9c4f59700e18f0fd66adf63abbf380,Кредитная карта,telegram,stihipoet,27,2022-03-01,44008
f2167924853c318e920ac6042e33cae7,Кредитная карта,telegram,muzhitskaya,12,2022-03-01,28613
9db359a36f32902aa8d76d59e457027b,Договор на текущий счет для дебетовой карты,yandex_rsya,,41,2022-03-01,20304
e270daaab4c5ff6b94a8d25ed616a82f,Кредитная карта,yandex_rsya,,22,2022-03-01,41643
4135406db79b7b5c75987f44490aeb9c,Кредитная карта,yandex_rsya,,18,2022-03-01,31001
d18c7bf57941b21051c37162abf9720c,Договор на текущий счет для дебетовой карты,yandex_rsya,,19,2022-03-01,16229
99a6be9e0173daa525c8d9d901526007,Кредитная карта,yandex_dzen,,45,2022-03-01,39633
a31fd1d217959a6c4e57f8ebab00d25b,Кредитная карта,yandex_rsya,,34,2022-03-01,33350
0fb43a405d6c5b7b6464b6d517acc4de,Договор на текущий счет для дебетовой карты,yandex_rsya,,25,2022-03-01,9654
af712fa5cfd59632360bec45c4e8063b,Кредитная карта,partner,m_video,38,2022-03-01,10829
78ea615ae68a4c4c2eed550047838dc0,Договор на текущий счет для дебетовой карты,yandex_dzen,,10,2022-03-01,4788
e00c3d3c79d76ab1f8a1cfe9c1c3e0f5,Кредитная карта,partner,sravni_ru,49,2022-03-01,15996
dbcd77ea4cdf3eb0467837bba5dcf2a9,Кредитная карта,partner,holodilnik_ru,23,2022-03-01,18277
d6521799ecc88afcb65931dd9d6020d0,Кредитная карта,telegram,piratesru,0,2022-03-01,37981
6060a3b3c971f1c531d92dc269e48d44,Кредитная карта,telegram,minzdrav_ru,45,2022-03-01,5193
cff70207380104308fa359c497c46a27,Кредитная карта,telegram,khodorkovski,33,2022-03-01,21064
8f2f19d7f2f513960637ba544d55c7fa,Договор на текущий счет для дебетовой карты,yandex_dzen,,40,2022-03-01,15901
eaa18fa2f61719833fcc05f39bd9b89d,Договор на текущий счет для дебетовой карты,yandex_dzen,,49,2022-03-01,23468
f45ba5efa2d99359c091477b6743ba15,Кредитная карта,telegram,magazine_design,48,2022-03-01,35862
d9f7f9d9162997bbc0afd8437e7057fd,Кредитная карта,telegram,ombudsmen2,25,2022-03-01,47354
0463de81c471803d3cfd4cc50a465d38,Кредитная карта,telegram,rostpart,25,2022-03-01,8318
2a9ba91dc57e144f7ad5768546a3489e,Договор на текущий счет для дебетовой карты,yandex_rsya,,6,2022-03-01,33440
17544ae9ba5cd767bc796b0c198fa918,Кредитная карта,yandex_dzen,,44,2022-03-01,6891
f3d63571827ec7d3701fa183812d7cb2,Договор на текущий счет для дебетовой карты,partner,sravni_ru,40,2022-03-01,29759
176479dfb07b5780c5fd527b1b2e736c,Кредитная карта,yandex_dzen,,26,2022-03-01,4020
d832f416affec43d1d90e70e535cb3d2,Кредитная карта,telegram,ncfulife,43,2022-03-01,16473
ff3b9938c0579df3b37bdd43576fb8aa,Договор на текущий счет для дебетовой карты,yandex_rsya,,42,2022-03-01,36623
f057ed0f8db1fe88c333ac9943560a1c,Договор на текущий счет для дебетовой карты,yandex_rsya,,23,2022-03-01,36471
98a4d7ddd4d464dd76f42f9ebfe7e13e,Договор на текущий счет для дебетовой карты,partner,sravni_ru,23,2022-03-01,7909
e9040e943838a44458acd464a0766ecb,Кредитная карта,partner,banki_ru,1,2022-03-01,25301
4654b1abf3df25028290d8f93c50ad88,Кредитная карта,telegram,newvisualculture,43,2022-03-01,18322
e558cf6af4b416a4f2a599588e5b6a58,Кредитная карта,partner,sravni_ru,33,2022-03-01,12074
0fb43a405d6c5b7b6464b6d517acc4de,Кредитная карта,yandex_dzen,,43,2022-03-01,4486
68e40f4e4ac5cf01332f61bbf94a0f05,Договор на текущий счет для дебетовой карты,yandex_rsya,,21,2022-03-01,4968
a3ac6c156b5397c6efbeeabbe7439159,Кредитная карта,telegram,fintolk_pro,27,2022-03-01,21852
c09bea70c071b43a35ef387fffe0d780,Кредитная карта,yandex_dzen,,35,2022-03-01,12286
6143530d152ad135c8626ee723f650e9,Договор на текущий счет для дебетовой карты,telegram,opersvodki,26,2022-03-01,12739
aeeb82c9f867f078527edeec7114cc19,Договор на текущий счет для дебетовой карты,yandex_dzen,,21,2022-03-01,40458
7a58ba3fb826155bb191ffb52d6ec380,Договор на текущий счет для дебетовой карты,partner,banki_ru,31,2022-03-01,37651
15b34a9cc934634c765ca8ad58f14fe9,Кредитная карта,yandex_dzen,,47,2022-03-01,43470
5ed68e96530a86b3f337ee8e901bcaa9,Договор на текущий счет для дебетовой карты,partner,m_video,19,2022-03-01,48380
c294687c122283a6d0bc96aab441e468,Кредитная карта,yandex_dzen,,3,2022-03-01,9763
562dac4bb488b23eff09c1e4617b6c21,Договор на текущий счет для дебетовой карты,partner,megafon,5,2022-03-01,31693
687cd27bb79d74d16da549b9efd19a6b,Кредитная карта,partner,banki_ru,8,2022-03-01,31358
fb0d95eef7356952423f25c4675aaa8d,Кредитная карта,telegram,ppthere,13,2022-03-01,32313
7cb09252f5a7298c10f3c56fdd902978,Договор на текущий счет для дебетовой карты,yandex_dzen,,12,2022-03-01,8351
6f5a591542b2da61e953ffb4a2bacb93,Договор на текущий счет для дебетовой карты,telegram,homecreditnews,36,2022-03-01,9555
8968b1f595acee287e75a6dd7f11dfb0,Договор на текущий счет для дебетовой карты,yandex_dzen,,47,2022-03-01,14101
1547bbed55c6232027a5ea6ca0f43c61,Кредитная карта,telegram,keks_life,9,2022-03-01,34043
cdfdbba9931296a2f11c48cd6a86c38c,Кредитная карта,yandex_dzen,,24,2022-03-01,29295
787c00baedbd5aab1387453a97b1b26f,Договор на текущий счет для дебетовой карты,partner,megafon,2,2022-03-01,25795
98ad44249aaf31ee9f9228f8dbd7067b,Кредитная карта,partner,banki_ru,38,2022-03-01,14119
a6070432013caacd4ddad8ec2871741d,Договор на текущий счет для дебетовой карты,yandex_dzen,,31,2022-03-01,22700
f1dfad1bd49071faf7d840f398ed6cd8,Договор на текущий счет для дебетовой карты,yandex_rsya,,26,2022-03-01,18465
565b44cd0105354e846154fcaf15c4d9,Договор на текущий счет для дебетовой карты,yandex_rsya,,19,2022-03-01,20760
3cd55a24f24a2a3e210f695ae3c69da7,Кредитная карта,telegram,muao_yao,3,2022-03-01,25070
4ffb4d08c84402709d1e03c9ad9611ff,Кредитная карта,yandex_rsya,,43,2022-03-01,4600
2dca95c4ceeab2e66589c445d6f51fc1,Договор на текущий счет для дебетовой карты,telegram,storis_oboi,17,2022-03-01,39216
346fd4b095297798d62cdcaf1d6e8700,Кредитная карта,yandex_rsya,,45,2022-03-01,21087
3143feea023ef7499fd4c1b9142cf8d2,Кредитная карта,telegram,dengyz,38,2022-03-01,13712
3dad8bdaca850daa43399c1360cd8581,Кредитная карта,telegram,estateRU,31,2022-03-01,24095
e9882d427a3181d78a808c136c2bed51,Договор на текущий счет для дебетовой карты,partner,banki_ru,23,2022-03-01,5731
0487c331684329133d62929b592e008c,Кредитная карта,partner,holodilnik_ru,33,2022-03-01,46921
49b0747c7d44f341363a88dd3c8914c9,Кредитная карта,yandex_rsya,,30,2022-03-01,20513
8f36f766574dbeaf26aaa79ce1c5303d,Договор на текущий счет для дебетовой карты,yandex_rsya,,3,2022-03-01,25687
94c06554c5f8b2e5b36e1c95aec6e166,Кредитная карта,yandex_dzen,,48,2022-03-01,15295
697f79eea5e7402d3cd5afdce441e96a,Договор на текущий счет для дебетовой карты,yandex_rsya,,17,2022-03-01,28821
7c448ba78cd55658153c16ff5e3124fc,Договор на текущий счет для дебетовой карты,partner,megafon,8,2022-03-01,36675
7e36d365a249ee7902b56148ee3208e1,Договор на текущий счет для дебетовой карты,partner,sravni_ru,12,2022-03-01,37574
648dc33fd29aaaa59ac9925ef570a8df,Договор на текущий счет для дебетовой карты,partner,megafon,17,2022-03-01,12198
7ff78771674ba19050461145d867e42d,Кредитная карта,yandex_dzen,,39,2022-03-01,20199
9c8b8fae84660671d8f4c0aa9d2463c8,Договор на текущий счет для дебетовой карты,partner,banki_ru,2,2022-03-01,39239
7fdfcd7a30106d1e0d9eae4cd7288835,Договор на текущий счет для дебетовой карты,yandex_rsya,,24,2022-03-01,32966
6407f2e732123a039b2051a9e5e9a282,Кредитная карта,yandex_rsya,,36,2022-03-01,15925
8d48197a936f25a0d76de3dcb9d852a4,Кредитная карта,partner,megafon,21,2022-03-01,33614
07d1f3b35ecaea4f88ddb4854ac5b5a5,Договор на текущий счет для дебетовой карты,yandex_dzen,,44,2022-03-01,33813
0f5834c3d005d5cb5f7caed5b9590e85,Договор на текущий счет для дебетовой карты,yandex_rsya,,34,2022-03-01,32723
a5aa66722178bb8edf35fafaa421f617,Кредитная карта,partner,banki_ru,34,2022-03-01,21929
d697135fbd9d8cd77f394a848879087f,Кредитная карта,yandex_dzen,,10,2022-03-01,32743
b111e5b289c6b10d97d93543efe6dd09,Кредитная карта,yandex_rsya,,29,2022-03-01,15137
5aefd1af639e8f48ce49f1e9b6ae728e,Кредитная карта,yandex_dzen,,19,2022-03-01,40296
431f8442c0d210b49c9d01987f115179,Кредитная карта,telegram,badlistblogger,45,2022-03-01,42681
d8d44ba4a92f7025d092004d2da912de,Договор на текущий счет для дебетовой карты,partner,megafon,12,2022-03-01,7433
1752237772dc7a129045434deff75c45,Кредитная карта,telegram,princesssohot,44,2022-03-01,31464
7658b227f1c2dc0e4c6c5e2bda9a0278,Кредитная карта,partner,megafon,13,2022-03-01,38920
3edb6bd0d950bc047650966be4bb40b0,Кредитная карта,yandex_rsya,,4,2022-03-01,18393
79dfbf94240c73ea32fff430983907d8,Договор на текущий счет для дебетовой карты,yandex_dzen,,47,2022-03-01,36435
145cca3548ab7e8ae49702930ac5deaa,Кредитная карта,telegram,National_Geograph1c,14,2022-03-01,39745
176e698c6c3f54aa8f96c2492db2d927,Договор на текущий счет для дебетовой карты,yandex_rsya,,20,2022-03-01,6948
fdcfd772e2f1e4479b6518e61bf5d233,Договор на текущий счет для дебетовой карты,yandex_dzen,,25,2022-03-01,20149
e3dd58c15b26637fab438f3f09152b1c,Договор на текущий счет для дебетовой карты,yandex_dzen,,17,2022-03-01,42896
676cd4e2e835727a6b961bcc3fac8bcc,Договор на текущий счет для дебетовой карты,partner,holodilnik_ru,21,2022-03-01,40158
ec8be5fc3417fd89abe82cdee02d3c4b,Договор на текущий счет для дебетовой карты,yandex_rsya,,11,2022-03-01,33950
6809078899802bc6f25e8dfd9c7fbc20,Договор на текущий счет для дебетовой карты,telegram,malyshko_smm_tips,11,2022-03-01,31387
828dae8766d2683da7b77c2d4ca90aa8,Договор на текущий счет для дебетовой карты,telegram,shot_shot,30,2022-03-01,16027
aa2a4b2b4f8a448acf028e0ff9575bf0,Кредитная карта,yandex_dzen,,5,2022-03-01,15323
73d46404698280497323b84d01866147,Договор на текущий счет для дебетовой карты,yandex_rsya,,2,2022-03-01,41882
c4ca502723160cae5749e96755115273,Кредитная карта,telegram,designdealer,32,2022-03-01,34895
25ebcd6cfa0e43c66633e65eddb5e127,Договор на текущий счет для дебетовой карты,partner,megafon,49,2022-03-01,13098
9e5a61d47e0f6970e9bce5f3805c1759,Договор на текущий счет для дебетовой карты,yandex_rsya,,6,2022-03-01,38072
49d5dffa934c49e07f23b43db669e36a,Кредитная карта,partner,aliexpress,20,2022-03-01,38587
4c51e87bbbf49c570a48f41d934b60a3,Кредитная карта,yandex_rsya,,23,2022-03-01,22069
e92d98d334c7ba29b002f8010fe91df4,Кредитная карта,yandex_dzen,,18,2022-03-01,15367
9a6a208401e3e95594b699b5aa034bc1,Договор на текущий счет для дебетовой карты,yandex_dzen,,22,2022-03-01,46056
dd189dcb31c2a006d5e1dc29cda8e6ba,Кредитная карта,yandex_rsya,,9,2022-03-01,24853
1daec781b20ae846bbaf3403ef368207,Договор на текущий счет для дебетовой карты,yandex_dzen,,48,2022-03-01,10565
c7b02f7febeb5a3e83bd9a266efa5b7a,Договор на текущий счет для дебетовой карты,partner,banki_ru,33,2022-03-01,43110
d0c23ff554420093c3cc685fc29b1930,Кредитная карта,yandex_rsya,,20,2022-03-01,42551
678b4990776c19fce19115bb1cd69046,Кредитная карта,yandex_rsya,,30,2022-03-01,14523
